FunctionField(Polynomial([PolynomialRing(GF(13)) | [4, 2, 11, 12, 5, 1, 9], [0, 9, 10, 0, 1, 1], [1, 1, 12, 9, 8], [6, 9, 8, 2], [7, 11, 2], [], [1]]));13;5;Original;327789;15.270
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 0, 2, 0, 1, 0, 1], [1, 2, 2, 0, 1, 1], [0, 0, 2, 2, 2], [1, 1, 0, 2], [2, 2, 1], [2, 1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 0, 1, 0, 1, 2], [0, 1, 0, 0, 1, 2], [0, 0, 1, 1], [1, 1], [1, 2, 1], [], [1]]));3;6;Linear algebra;701;1.060
FunctionField(Polynomial([PolynomialRing(GF(13)) | [9, 1, 10, 11, 12, 2, 4], [11, 4, 3, 12, 10, 5], [4, 5, 8, 4, 12], [3, 2, 11, 7], [9, 7, 6], [0, 11], [1]]));13;5;Original;325340;17.530
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 0, 1, 1, 2, 2], [0, 2, 0, 0, 0, 2], [1, 2, 2, 2, 1], [2, 1, 2], [1, 0, 1], [1, 1], [1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 0, 1, 1, 2, 0, 1], [2, 1, 2, 0, 1, 2], [2, 2, 2, 1, 2], [1, 1, 0, 2], [1, 0, 2], [0, 1], [1]]));3;6;Original;603;0.600
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 2, 2, 2], [2, 1, 0, 1, 2, 2], [2, 2, 0, 1, 1], [0, 0, 0, 2], [0, 2, 1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 0, 2, 0, 1, 0, 1], [1, 2, 2, 0, 1, 1], [0, 0, 2, 2, 2], [1, 1, 0, 2], [2, 2, 1], [2, 1]]));3;6;Linear algebra;5318;0.590
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 0, 1, 2, 2, 0, 2], [2, 2, 2, 0, 2, 2], [1, 0, 2, 2, 2], [2, 2, 0, 2], [1, 1, 1], [2, 1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 2, 2, 2], [2, 1, 0, 1, 2, 2], [2, 2, 0, 1, 1], [0, 0, 0, 2], [0, 2, 1]]));3;6;Linear algebra;1811;0.360
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 0, 2, 0, 1, 0, 1], [1, 2, 2, 0, 1, 1], [0, 0, 2, 2, 2], [1, 1, 0, 2], [2, 2, 1], [2, 1]]));3;6;Original;5318;0.510
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 0, 1, 0, 1, 2], [0, 1, 0, 0, 1, 2], [0, 0, 1, 1], [1, 1], [1, 2, 1], [], [1]]));3;6;Original;701;1.140
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 0, 1, 1, 2, 2], [0, 2, 0, 0, 0, 2], [1, 2, 2, 2, 1], [2, 1, 2], [1, 0, 1], [1, 1], [1]]));3;6;Linear algebra;169;0.850
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 0, 1, 2, 2, 0, 2], [2, 2, 2, 0, 2, 2], [1, 0, 2, 2, 2], [2, 2, 0, 2], [1, 1, 1], [2, 1]]));3;6;Linear algebra;2329;0.520
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 2, 2, 2], [2, 1, 0, 1, 2, 2], [2, 2, 0, 1, 1], [0, 0, 0, 2], [0, 2, 1]]));3;6;Original;1811;0.530
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 1, 0, 1, 1, 2], [0, 2, 2, 0, 2, 2], [0, 1, 1, 2, 2], [0, 1, 2], [2, 1], [1, 2], [1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 2, 0, 1, 0, 1], [0, 2, 1, 1], [0, 0, 1, 2, 2], [1, 0, 1], [2, 2, 1], [1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 2, 1, 2], [0, 0, 1, 1, 1], [1, 0, 0, 2], [1, 0, 1], [1, 2], [1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 0, 1, 2, 2, 0, 2], [2, 2, 2, 0, 2, 2], [1, 0, 2, 2, 2], [2, 2, 0, 2], [1, 1, 1], [2, 1]]));3;6;Original;2329;0.560
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 0, 1, 1, 2, 2], [0, 2, 0, 0, 0, 2], [1, 2, 2, 2, 1], [2, 1, 2], [1, 0, 1], [1, 1], [1]]));3;6;Original;169;1.020
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 1, 0, 1, 1, 2], [1, 2, 0, 1], [2, 0, 1, 2, 2], [0, 2, 1, 2], [2, 1, 2], [1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 1, 0, 1, 1, 2], [0, 2, 2, 0, 2, 2], [0, 1, 1, 2, 2], [0, 1, 2], [2, 1], [1, 2], [1]]));3;6;Linear algebra;1144;0.830
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 2, 0, 1, 0, 1], [0, 2, 1, 1], [0, 0, 1, 2, 2], [1, 0, 1], [2, 2, 1], [1]]));3;6;Linear algebra;2591;0.900
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 1, 2, 0, 0, 2], [1, 2, 2, 0, 2], [0, 2, 2, 1], [2, 1, 2, 2], [1, 2, 1], [1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 2, 1, 2], [0, 0, 1, 1, 1], [1, 0, 0, 2], [1, 0, 1], [1, 2], [1]]));3;6;Linear algebra;2598;0.890
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 1, 0, 1, 1, 2], [1, 2, 0, 1], [2, 0, 1, 2, 2], [0, 2, 1, 2], [2, 1, 2], [1]]));3;6;Linear algebra;1098;0.460
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 1, 0, 1, 1, 2], [1, 2, 0, 1], [2, 0, 1, 2, 2], [0, 2, 1, 2], [2, 1, 2], [1]]));3;6;Original;1098;0.460
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 1, 2, 0, 0, 2], [1, 2, 2, 0, 2], [0, 2, 2, 1], [2, 1, 2, 2], [1, 2, 1], [1]]));3;6;Linear algebra;1050;0.880
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 2, 0, 1, 1, 1], [0, 1, 2, 0, 1, 2], [2, 2, 1, 1, 2], [1, 0, 0, 2], [0, 2, 1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 1, 0, 1, 1, 2], [0, 2, 2, 0, 2, 2], [0, 1, 1, 2, 2], [0, 1, 2], [2, 1], [1, 2], [1]]));3;6;Original;1144;1.440
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 2, 0, 1, 0, 1], [0, 2, 1, 1], [0, 0, 1, 2, 2], [1, 0, 1], [2, 2, 1], [1]]));3;6;Original;2591;1.400
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 2, 0, 1, 1, 1], [0, 1, 2, 0, 1, 2], [2, 2, 1, 1, 2], [1, 0, 0, 2], [0, 2, 1]]));3;6;Linear algebra;6043;0.490
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 0, 0, 2, 1, 1], [2, 2, 2, 1], [1, 1, 1, 2, 1], [1, 1, 2, 2], [1, 2, 1], [1], [1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 2, 1, 2], [0, 0, 1, 1, 1], [1, 0, 0, 2], [1, 0, 1], [1, 2], [1]]));3;6;Original;2598;1.690
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 0, 2, 0, 0, 2], [1, 2, 2, 1, 2, 1], [0, 2, 2, 1, 2], [2, 2, 0, 1], [0, 1], [0, 2], [1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 1, 2, 0, 0, 2], [1, 2, 2, 0, 2], [0, 2, 2, 1], [2, 1, 2, 2], [1, 2, 1], [1]]));3;6;Original;1050;1.010
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 2, 0, 1, 1, 1], [0, 1, 2, 0, 1, 2], [2, 2, 1, 1, 2], [1, 0, 0, 2], [0, 2, 1]]));3;6;Original;6043;0.440
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 2, 2, 0, 2, 2], [0, 0, 2, 0, 2, 1], [1, 1, 0, 1, 2], [0, 0, 1, 1], [0, 2, 2], [0, 2], [1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 0, 0, 2, 1, 1], [2, 2, 2, 1], [1, 1, 1, 2, 1], [1, 1, 2, 2], [1, 2, 1], [1], [1]]));3;6;Linear algebra;1887;0.510
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 0, 2, 2, 1, 1], [0, 2, 1, 0, 2, 1], [2, 2, 0, 2], [0, 2, 1, 1], [0, 1, 2], [0, 1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 0, 2, 0, 0, 2], [1, 2, 2, 1, 2, 1], [0, 2, 2, 1, 2], [2, 2, 0, 1], [0, 1], [0, 2], [1]]));3;6;Linear algebra;1007;0.650
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 1, 2, 0, 1, 1], [2, 2, 1, 2, 1, 2], [0, 2, 0, 2, 1], [1, 0, 1, 1], [0, 1, 1], [1, 1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 2, 2, 0, 2, 2], [0, 0, 2, 0, 2, 1], [1, 1, 0, 1, 2], [0, 0, 1, 1], [0, 2, 2], [0, 2], [1]]));3;6;Linear algebra;3211;0.610
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 0, 0, 2, 1, 1], [2, 2, 2, 1], [1, 1, 1, 2, 1], [1, 1, 2, 2], [1, 2, 1], [1], [1]]));3;6;Original;1887;0.700
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 1, 2, 0, 1, 1], [2, 2, 1, 2, 1, 2], [0, 2, 0, 2, 1], [1, 0, 1, 1], [0, 1, 1], [1, 1]]));3;6;Linear algebra;1443;0.420
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 0, 2, 0, 0, 2], [1, 2, 2, 1, 2, 1], [0, 2, 2, 1, 2], [2, 2, 0, 1], [0, 1], [0, 2], [1]]));3;6;Original;1007;0.620
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 1, 0, 1, 2, 1, 1], [2, 0, 0, 2, 1, 2], [2, 2, 0, 2], [1, 1, 1, 1], [1, 1], [0, 1]]));3;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 0, 2, 2, 1, 1], [0, 2, 1, 0, 2, 1], [2, 2, 0, 2], [0, 2, 1, 1], [0, 1, 2], [0, 1]]));3;6;Linear algebra;2884;1.100
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 2, 2, 0, 2, 2], [0, 0, 2, 0, 2, 1], [1, 1, 0, 1, 2], [0, 0, 1, 1], [0, 2, 2], [0, 2], [1]]));3;6;Original;3211;0.630
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 1, 2, 0, 1, 1], [2, 2, 1, 2, 1, 2], [0, 2, 0, 2, 1], [1, 0, 1, 1], [0, 1, 1], [1, 1]]));3;6;Original;1443;0.450
FunctionField(Polynomial([PolynomialRing(GF(5)) | [2, 3, 3, 3, 4, 0, 4], [2, 1, 0, 4, 2, 4], [3, 1, 4, 1], [4, 3, 3, 3], [4, 1, 2], [1, 1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 1, 0, 1, 2, 1, 1], [2, 0, 0, 2, 1, 2], [2, 2, 0, 2], [1, 1, 1, 1], [1, 1], [0, 1]]));3;6;Linear algebra;1208;0.430
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 1, 0, 1, 2, 3, 1], [2, 4, 1, 0, 0, 4], [3, 2, 2, 1, 1], [4, 1, 4, 2], [0, 4, 1], [2, 3], [1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 4, 4, 3, 0, 2, 1], [3, 3, 1, 3], [4, 2, 0, 3, 3], [4, 1], [0, 4], [3], [1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 1, 0, 1, 2, 1, 1], [2, 0, 0, 2, 1, 2], [2, 2, 0, 2], [1, 1, 1, 1], [1, 1], [0, 1]]));3;6;Original;1208;0.520
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 0, 2, 2, 1, 1], [0, 2, 1, 0, 2, 1], [2, 2, 0, 2], [0, 2, 1, 1], [0, 1, 2], [0, 1]]));3;6;Original;2884;0.950
FunctionField(Polynomial([PolynomialRing(GF(5)) | [2, 3, 3, 3, 4, 0, 4], [2, 1, 0, 4, 2, 4], [3, 1, 4, 1], [4, 3, 3, 3], [4, 1, 2], [1, 1]]));5;6;Linear algebra;49815;1.000
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 2, 3, 3, 1, 1, 4], [2, 0, 0, 0, 3, 1], [1, 2, 1, 3, 3], [4, 2, 0, 1], [0, 4, 2], [4, 1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 3, 4, 1, 3, 0, 1], [4, 3, 1, 4, 3, 3], [2, 2, 2, 4, 3], [0, 2, 1, 1], [0, 2, 2], [2, 3], [1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 4, 4, 3, 0, 2, 1], [3, 3, 1, 3], [4, 2, 0, 3, 3], [4, 1], [0, 4], [3], [1]]));5;6;Linear algebra;50207;0.810
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 1, 0, 1, 2, 3, 1], [2, 4, 1, 0, 0, 4], [3, 2, 2, 1, 1], [4, 1, 4, 2], [0, 4, 1], [2, 3], [1]]));5;6;Linear algebra;24404;1.160
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 2, 3, 3, 1, 1, 4], [2, 0, 0, 0, 3, 1], [1, 2, 1, 3, 3], [4, 2, 0, 1], [0, 4, 2], [4, 1]]));5;6;Linear algebra;39107;0.700
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 3, 4, 1, 3, 0, 1], [4, 3, 1, 4, 3, 3], [2, 2, 2, 4, 3], [0, 2, 1, 1], [0, 2, 2], [2, 3], [1]]));5;6;Linear algebra;20457;0.810
FunctionField(Polynomial([PolynomialRing(GF(5)) | [2, 3, 3, 3, 4, 0, 4], [2, 1, 0, 4, 2, 4], [3, 1, 4, 1], [4, 3, 3, 3], [4, 1, 2], [1, 1]]));5;6;Original;49815;1.020
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 4, 0, 4, 3, 1, 1], [3, 0, 1, 4, 1, 2], [4, 1, 2, 2, 3], [0, 3, 2, 3], [4, 1, 1], [2, 4], [1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 2, 3, 3, 1, 1, 4], [2, 0, 0, 0, 3, 1], [1, 2, 1, 3, 3], [4, 2, 0, 1], [0, 4, 2], [4, 1]]));5;6;Original;39107;0.700
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 4, 4, 3, 0, 2, 1], [3, 3, 1, 3], [4, 2, 0, 3, 3], [4, 1], [0, 4], [3], [1]]));5;6;Original;50207;1.530
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 3, 4, 1, 3, 0, 1], [4, 3, 1, 4, 3, 3], [2, 2, 2, 4, 3], [0, 2, 1, 1], [0, 2, 2], [2, 3], [1]]));5;6;Original;20457;0.830
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 2, 2, 1, 1, 0, 1], [3, 4, 4, 4, 3, 4], [4, 0, 0, 3, 1], [2, 0, 1, 3], [4, 1], [1, 3], [1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [2, 0, 4, 0, 3, 1], [0, 0, 2, 2, 0, 1], [1, 4, 3, 0, 1], [3, 3, 2, 2], [3, 3, 2], [0, 1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 1, 0, 1, 2, 3, 1], [2, 4, 1, 0, 0, 4], [3, 2, 2, 1, 1], [4, 1, 4, 2], [0, 4, 1], [2, 3], [1]]));5;6;Original;24404;1.740
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 1, 3, 1, 1, 0, 2], [0, 0, 2, 4, 0, 2], [4, 2, 1, 4, 3], [2, 0, 3, 3], [0, 2, 2], [4], [1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 4, 0, 4, 3, 1, 1], [3, 0, 1, 4, 1, 2], [4, 1, 2, 2, 3], [0, 3, 2, 3], [4, 1, 1], [2, 4], [1]]));5;6;Linear algebra;39326;0.980
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 0, 2, 3, 1, 1], [2, 3, 1, 4, 2, 2], [2, 2, 4, 1, 4], [0, 4, 2, 4], [3, 2, 1], [1, 3], [1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 2, 2, 1, 1, 0, 1], [3, 4, 4, 4, 3, 4], [4, 0, 0, 3, 1], [2, 0, 1, 3], [4, 1], [1, 3], [1]]));5;6;Linear algebra;10424;0.880
FunctionField(Polynomial([PolynomialRing(GF(5)) | [2, 0, 4, 0, 3, 1], [0, 0, 2, 2, 0, 1], [1, 4, 3, 0, 1], [3, 3, 2, 2], [3, 3, 2], [0, 1]]));5;6;Linear algebra;13725;0.690
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 1, 3, 1, 1, 0, 2], [0, 0, 2, 4, 0, 2], [4, 2, 1, 4, 3], [2, 0, 3, 3], [0, 2, 2], [4], [1]]));5;6;Linear algebra;35224;1.240
FunctionField(Polynomial([PolynomialRing(GF(5)) | [2, 0, 4, 0, 3, 1], [0, 0, 2, 2, 0, 1], [1, 4, 3, 0, 1], [3, 3, 2, 2], [3, 3, 2], [0, 1]]));5;6;Original;13725;0.910
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 4, 0, 4, 3, 1, 1], [3, 0, 1, 4, 1, 2], [4, 1, 2, 2, 3], [0, 3, 2, 3], [4, 1, 1], [2, 4], [1]]));5;6;Original;39326;1.440
FunctionField(Polynomial([PolynomialRing(GF(5)) | [2, 2, 1, 3, 0, 3, 2], [2, 1, 0, 3, 2, 4], [1, 0, 3, 4, 3], [1, 0, 2, 3], [2, 3, 2], [4, 3], [1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 3, 4, 1, 4, 2, 1], [0, 2, 4, 3, 1, 4], [4, 1, 2, 1, 2], [0, 4, 3, 2], [4, 2, 1], [4], [1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 1, 3, 1, 1, 0, 2], [0, 0, 2, 4, 0, 2], [4, 2, 1, 4, 3], [2, 0, 3, 3], [0, 2, 2], [4], [1]]));5;6;Original;35224;1.190
FunctionField(Polynomial([PolynomialRing(GF(5)) | [2, 2, 1, 3, 0, 3, 2], [2, 1, 0, 3, 2, 4], [1, 0, 3, 4, 3], [1, 0, 2, 3], [2, 3, 2], [4, 3], [1]]));5;6;Linear algebra;19789;0.840
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 3, 4, 1, 4, 2, 1], [0, 2, 4, 3, 1, 4], [4, 1, 2, 1, 2], [0, 4, 3, 2], [4, 2, 1], [4], [1]]));5;6;Linear algebra;18296;0.830
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 0, 2, 3, 1, 1], [2, 3, 1, 4, 2, 2], [2, 2, 4, 1, 4], [0, 4, 2, 4], [3, 2, 1], [1, 3], [1]]));5;6;Linear algebra;27588;2.400
FunctionField(Polynomial([PolynomialRing(GF(5)) | [4, 3, 1, 0, 4, 2, 4], [2, 0, 2, 2, 0, 3], [4, 3, 2, 4, 4], [3, 3, 2], [0, 4, 1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [2, 2, 1, 3, 0, 3, 2], [2, 1, 0, 3, 2, 4], [1, 0, 3, 4, 3], [1, 0, 2, 3], [2, 3, 2], [4, 3], [1]]));5;6;Original;19789;0.960
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 2, 2, 1, 1, 0, 1], [3, 4, 4, 4, 3, 4], [4, 0, 0, 3, 1], [2, 0, 1, 3], [4, 1], [1, 3], [1]]));5;6;Original;10424;3.170
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 3, 4, 1, 4, 2, 1], [0, 2, 4, 3, 1, 4], [4, 1, 2, 1, 2], [0, 4, 3, 2], [4, 2, 1], [4], [1]]));5;6;Original;18296;1.090
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 1, 1, 2, 3, 2, 2], [0, 2, 1, 4, 0, 4], [0, 1, 4, 3, 4], [2, 1, 4, 1], [1, 4, 4], [2, 1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 1, 2, 0, 2, 1], [1, 1, 0, 3, 3], [4, 0, 4], [2, 4], [0, 1, 2], [3], [1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 4, 3, 1, 1, 1], [0, 1, 0, 1, 3, 3], [0, 2, 4, 0, 3], [1, 2], [4, 0, 2], [4, 2], [1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 1, 1, 2, 3, 2, 2], [0, 2, 1, 4, 0, 4], [0, 1, 4, 3, 4], [2, 1, 4, 1], [1, 4, 4], [2, 1]]));5;6;Linear algebra;14792;0.690
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 4, 3, 1, 1, 1], [0, 1, 0, 1, 3, 3], [0, 2, 4, 0, 3], [1, 2], [4, 0, 2], [4, 2], [1]]));5;6;Linear algebra;38290;0.780
FunctionField(Polynomial([PolynomialRing(GF(5)) | [4, 3, 1, 0, 4, 2, 4], [2, 0, 2, 2, 0, 3], [4, 3, 2, 4, 4], [3, 3, 2], [0, 4, 1]]));5;6;Linear algebra;23268;2.370
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 0, 2, 3, 1, 1], [2, 3, 1, 4, 2, 2], [2, 2, 4, 1, 4], [0, 4, 2, 4], [3, 2, 1], [1, 3], [1]]));5;6;Original;27588;2.490
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 2, 0, 4, 3, 1], [4, 1, 3, 3, 0, 1], [1, 1, 0, 2, 4], [3, 4, 3, 2], [0, 1, 2], [4], [1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 1, 1, 2, 3, 2, 2], [0, 2, 1, 4, 0, 4], [0, 1, 4, 3, 4], [2, 1, 4, 1], [1, 4, 4], [2, 1]]));5;6;Original;14792;0.990
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 2, 0, 0, 4, 1, 3], [1, 1, 4, 4, 0, 2], [4, 0, 4, 2, 1], [1, 0, 1, 4], [3, 2, 2], [2, 1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 4, 3, 1, 1, 1], [0, 1, 0, 1, 3, 3], [0, 2, 4, 0, 3], [1, 2], [4, 0, 2], [4, 2], [1]]));5;6;Original;38290;1.220
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 1, 2, 0, 2, 1], [1, 1, 0, 3, 3], [4, 0, 4], [2, 4], [0, 1, 2], [3], [1]]));5;6;Linear algebra;23050;2.330
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 4, 0, 1, 0, 0, 4], [0, 0, 1, 4, 0, 3], [3, 2, 2, 1, 4], [1, 0, 4, 3], [0, 0, 3], [1, 1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 2, 0, 0, 4, 1, 3], [1, 1, 4, 4, 0, 2], [4, 0, 4, 2, 1], [1, 0, 1, 4], [3, 2, 2], [2, 1]]));5;6;Linear algebra;16026;0.710
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 2, 0, 4, 3, 1], [4, 1, 3, 3, 0, 1], [1, 1, 0, 2, 4], [3, 4, 3, 2], [0, 1, 2], [4], [1]]));5;6;Linear algebra;38852;1.130
FunctionField(Polynomial([PolynomialRing(GF(5)) | [4, 3, 1, 0, 4, 2, 4], [2, 0, 2, 2, 0, 3], [4, 3, 2, 4, 4], [3, 3, 2], [0, 4, 1]]));5;6;Original;23268;1.750
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 3, 2, 4, 1, 0, 4], [2, 1, 2, 4, 2], [1, 3, 1, 4, 4], [1, 4, 0, 2], [1, 3], [3, 2], [1]]));5;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 4, 0, 1, 0, 0, 4], [0, 0, 1, 4, 0, 3], [3, 2, 2, 1, 4], [1, 0, 4, 3], [0, 0, 3], [1, 1]]));5;6;Linear algebra;18629;0.780
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 2, 0, 0, 4, 1, 3], [1, 1, 4, 4, 0, 2], [4, 0, 4, 2, 1], [1, 0, 1, 4], [3, 2, 2], [2, 1]]));5;6;Original;16026;0.800
FunctionField(Polynomial([PolynomialRing(GF(7)) | [3, 4, 6, 5, 5, 0, 5], [5, 1, 1, 6, 0, 5], [1, 3, 3, 2, 2], [1, 3, 5, 3], [3, 6, 5], [0, 2], [1]]));7;6
FunctionField(Polynomial([PolynomialRing(GF(5)) | [1, 4, 0, 1, 0, 0, 4], [0, 0, 1, 4, 0, 3], [3, 2, 2, 1, 4], [1, 0, 4, 3], [0, 0, 3], [1, 1]]));5;6;Original;18629;0.870
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 3, 2, 4, 1, 0, 4], [2, 1, 2, 4, 2], [1, 3, 1, 4, 4], [1, 4, 0, 2], [1, 3], [3, 2], [1]]));5;6;Linear algebra;31152;1.070
FunctionField(Polynomial([PolynomialRing(GF(5)) | [0, 0, 2, 0, 4, 3, 1], [4, 1, 3, 3, 0, 1], [1, 1, 0, 2, 4], [3, 4, 3, 2], [0, 1, 2], [4], [1]]));5;6;Original;38852;1.640
FunctionField(Polynomial([PolynomialRing(GF(7)) | [3, 0, 3, 5, 0, 5, 3], [1, 0, 3, 4, 5], [0, 4, 0, 0, 5], [0, 5, 1, 6], [3, 3], [1, 1]]));7;6
FunctionField(Polynomial([PolynomialRing(GF(7)) | [2, 2, 6, 4, 0, 1, 3], [3, 1, 5, 5, 3, 3], [1, 4, 4, 6, 2], [1, 5, 0, 3], [3, 6], [2], [1]]));7;6
FunctionField(Polynomial([PolynomialRing(GF(7)) | [3, 4, 6, 5, 5, 0, 5], [5, 1, 1, 6, 0, 5], [1, 3, 3, 2, 2], [1, 3, 5, 3], [3, 6, 5], [0, 2], [1]]));7;6;Linear algebra;125703;1.810
FunctionField(Polynomial([PolynomialRing(GF(5)) | [3, 3, 2, 4, 1, 0, 4], [2, 1, 2, 4, 2], [1, 3, 1, 4, 4], [1, 4, 0, 2], [1, 3], [3, 2], [1]]));5;6;Original;31152;1.590
FunctionField(Polynomial([PolynomialRing(GF(7)) | [3, 0, 3, 5, 0, 5, 3], [1, 0, 3, 4, 5], [0, 4, 0, 0, 5], [0, 5, 1, 6], [3, 3], [1, 1]]));7;6;Linear algebra;272490;1.490
