FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 1, 1, 1, 1, 0, 1, 0, 1], [0, 1, 0, 1, 1, 0, 0, 1, 1], [1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 0, 1, 1, 1], [1, 0, 0, 1], [0, 1, 1], [1]]));2;10;Linear algebra;1905;5.140
FunctionField(Polynomial([PolynomialRing(GF(13)) | [7, 4, 11, 0, 4, 6, 8, 0, 12], [11, 10, 4, 3, 0, 5, 0, 6], [10, 3, 7, 10, 7, 10, 1], [0, 0, 11, 12, 1, 10], [9, 2, 0, 5, 12], [12, 2, 4, 6], [11, 12, 3], [1, 4], [1]]));13;9;Linear algebra;21732189896;39.550
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 1, 1, 1, 0, 0, 1], [1, 1, 0, 0, 1, 0, 1], [0, 0, 1], [1, 1, 1], [0, 0, 0, 0, 1], [0, 0, 1], [1, 1, 1], [0, 1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 0, 0, 1, 1, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 1], [0, 0, 0, 0, 1], [1, 1, 0, 1], [1, 1], [1, 1], [1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(13)) | [1, 3, 4, 1, 12, 5, 5, 0, 8], [11, 7, 12, 11, 6, 3, 4, 5], [7, 4, 7, 8, 6, 12, 1], [5, 10, 0, 12, 2, 9], [10, 2, 9, 9, 8], [1, 9, 5, 4], [3, 11, 1], [5, 6], [1]]));13;9;Linear algebra;9071062473;49.890
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 1, 1, 1, 0, 0, 1], [1, 1, 0, 0, 1, 0, 1], [0, 0, 1], [1, 1, 1], [0, 0, 0, 0, 1], [0, 0, 1], [1, 1, 1], [0, 1]]));2;10;Linear algebra;3216;3.080
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 1, 1, 1, 1, 0, 1, 0, 1], [0, 1, 0, 1, 1, 0, 0, 1, 1], [1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 0, 1, 1, 1], [1, 0, 0, 1], [0, 1, 1], [1]]));2;10;Original;1905;4.640
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 0, 0, 0, 0, 0, 1, 0, 1], [0, 1, 0, 1, 1, 1, 1, 1], [1, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 1], [1, 0, 1, 1, 1], [0, 0, 1, 1], [0, 1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 0, 0, 1, 1, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 1], [0, 0, 0, 0, 1], [1, 1, 0, 1], [1, 1], [1, 1], [1]]));2;10;Linear algebra;1923;4.610
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 1, 1, 1, 0, 0, 1], [1, 1, 0, 0, 1, 0, 1], [0, 0, 1], [1, 1, 1], [0, 0, 0, 0, 1], [0, 0, 1], [1, 1, 1], [0, 1]]));2;10;Original;3216;3.030
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1, 1, 0, 1, 0, 1, 1], [0, 1, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1], [0, 1], [1, 0, 1], [1, 1], [1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 0, 0, 0, 0, 0, 1, 0, 1], [0, 1, 0, 1, 1, 1, 1, 1], [1, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 1], [1, 0, 1, 1, 1], [0, 0, 1, 1], [0, 1]]));2;10;Linear algebra;15065;4.860
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 0, 0, 1, 1, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 1], [0, 0, 0, 0, 1], [1, 1, 0, 1], [1, 1], [1, 1], [1]]));2;10;Original;1923;4.870
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1, 1, 0, 1, 0, 1, 1], [0, 1, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1], [0, 1], [1, 0, 1], [1, 1], [1]]));2;10;Linear algebra;322;4.290
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 0, 0, 1, 1, 0, 1, 1], [1, 0, 0, 0, 1, 1, 0, 1, 1], [0, 1, 0, 0, 1, 0, 1], [1, 0, 1, 0, 0, 1, 1], [0, 0, 1, 1, 1, 1], [1, 0, 1, 1], [0, 1, 1], [1, 1, 1], [1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 0, 0, 0, 0, 0, 0, 1, 1], [0, 1, 0, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 1, 1, 1], [1, 1, 0, 1, 1], [0, 0, 1, 1, 1, 1], [], [], [0, 1, 1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 0, 0, 0, 0, 0, 0, 1, 1], [0, 1, 0, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 1, 1, 1], [1, 1, 0, 1, 1], [0, 0, 1, 1, 1, 1], [], [], [0, 1, 1]]));2;10;Linear algebra;11370;2.510
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1, 1, 0, 1, 0, 1, 1], [0, 1, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1], [0, 1], [1, 0, 1], [1, 1], [1]]));2;10;Original;322;3.650
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 1, 0, 1, 0, 1], [0, 1, 1, 0, 0, 0, 1, 1, 1], [0, 1, 0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 1, 1, 1], [0, 1, 1], [0, 1], [1, 0, 1], [0, 1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 0, 0, 0, 0, 0, 0, 1, 1], [0, 1, 0, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 1, 1, 1], [1, 1, 0, 1, 1], [0, 0, 1, 1, 1, 1], [], [], [0, 1, 1]]));2;10;Original;11370;2.210
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 0, 0, 1, 0, 1, 1, 0, 1], [1, 0, 0, 0, 1, 1, 1], [1, 0, 1, 0, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1], [0, 1, 0, 0, 1, 1], [1, 0, 0, 1], [0, 0, 1], [0, 0, 1], [0, 1], [1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 0, 0, 0, 0, 0, 1, 0, 1], [0, 1, 0, 1, 1, 1, 1, 1], [1, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 1], [1, 0, 1, 1, 1], [0, 0, 1, 1], [0, 1]]));2;10;Original;15065;9.130
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 0, 0, 1, 1, 0, 1, 1], [1, 0, 0, 0, 1, 1, 0, 1, 1], [0, 1, 0, 0, 1, 0, 1], [1, 0, 1, 0, 0, 1, 1], [0, 0, 1, 1, 1, 1], [1, 0, 1, 1], [0, 1, 1], [1, 1, 1], [1]]));2;10;Linear algebra;9780;6.910
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 1, 1, 1, 0, 1, 1, 1, 1], [1, 0, 0, 0, 0, 1, 1, 1, 1], [0, 1, 1, 0, 1], [0, 0, 0, 0, 1, 1], [0, 1, 1, 0, 1, 1], [1, 1, 0, 0, 1], [1, 1, 1], [0, 1, 1], [1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 1, 0, 1], [0, 1, 1, 0, 0, 1, 1], [0, 1], [1, 0, 1, 1, 0, 1], [1, 0, 0, 1], [1, 1, 1], [0, 0, 1], [0, 1], [1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 1, 0, 1, 0, 1], [0, 1, 1, 0, 0, 0, 1, 1, 1], [0, 1, 0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 1, 1, 1], [0, 1, 1], [0, 1], [1, 0, 1], [0, 1]]));2;10;Linear algebra;31814;5.590
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 0, 0, 1, 0, 1, 1, 0, 1], [1, 0, 0, 0, 1, 1, 1], [1, 0, 1, 0, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1], [0, 1, 0, 0, 1, 1], [1, 0, 0, 1], [0, 0, 1], [0, 0, 1], [0, 1], [1]]));2;10;Linear algebra;9452;4.900
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 1, 1, 1, 0, 1, 1, 1, 1], [1, 0, 0, 0, 0, 1, 1, 1, 1], [0, 1, 1, 0, 1], [0, 0, 0, 0, 1, 1], [0, 1, 1, 0, 1, 1], [1, 1, 0, 0, 1], [1, 1, 1], [0, 1, 1], [1]]));2;10;Linear algebra;8812;5.020
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 1, 0, 1], [0, 1, 1, 0, 0, 1, 1], [0, 1], [1, 0, 1, 1, 0, 1], [1, 0, 0, 1], [1, 1, 1], [0, 0, 1], [0, 1], [1]]));2;10;Linear algebra;348;3.440
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 1, 0, 1], [0, 1, 1, 0, 0, 1, 1], [0, 1], [1, 0, 1, 1, 0, 1], [1, 0, 0, 1], [1, 1, 1], [0, 0, 1], [0, 1], [1]]));2;10;Original;348;3.580
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 0, 1, 0, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 1, 1], [1, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1], [0, 1, 1], [0, 0, 1], [1, 1, 1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 0, 0, 1, 1, 0, 1, 1], [1, 0, 0, 0, 1, 1, 0, 1, 1], [0, 1, 0, 0, 1, 0, 1], [1, 0, 1, 0, 0, 1, 1], [0, 0, 1, 1, 1, 1], [1, 0, 1, 1], [0, 1, 1], [1, 1, 1], [1]]));2;10;Original;9780;11.140
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 0, 0, 1, 0, 1, 1, 0, 1], [1, 0, 0, 0, 1, 1, 1], [1, 0, 1, 0, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1], [0, 1, 0, 0, 1, 1], [1, 0, 0, 1], [0, 0, 1], [0, 0, 1], [0, 1], [1]]));2;10;Original;9452;8.180
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 1, 1, 1], [0, 1, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 1], [1, 1, 1], [1, 0, 1, 0, 1], [0, 1, 1, 1], [1, 1, 1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 1, 0, 1, 0, 1], [0, 1, 1, 0, 0, 0, 1, 1, 1], [0, 1, 0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 1, 1, 1], [0, 1, 1], [0, 1], [1, 0, 1], [0, 1]]));2;10;Original;31814;9.570
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1, 1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 0, 1], [1, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 1], [0, 0, 1], [1, 0, 1, 1], [1, 0, 1], [0, 1], [1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 1, 1, 1, 0, 1, 1, 1, 1], [1, 0, 0, 0, 0, 1, 1, 1, 1], [0, 1, 1, 0, 1], [0, 0, 0, 0, 1, 1], [0, 1, 1, 0, 1, 1], [1, 1, 0, 0, 1], [1, 1, 1], [0, 1, 1], [1]]));2;10;Original;8812;6.990
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1, 1, 1, 0, 1, 1, 0, 1], [0, 1, 1, 1, 1, 0, 0, 0, 1], [1, 0, 1, 1, 0, 1, 1], [1], [1, 0, 1], [0, 0, 0, 1], [1], [1, 1], [0, 1], [1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 0, 1, 0, 0, 0, 1, 0, 1], [0, 1, 0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 1, 1, 1, 1], [0, 1, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1], [1, 1], [], [0, 1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 0, 1, 0, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 1, 1], [1, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1], [0, 1, 1], [0, 0, 1], [1, 1, 1]]));2;10;Linear algebra;6758;3.990
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 1, 1, 1], [0, 1, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 1], [1, 1, 1], [1, 0, 1, 0, 1], [0, 1, 1, 1], [1, 1, 1]]));2;10;Linear algebra;1272;3.180
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1, 1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 0, 1], [1, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 1], [0, 0, 1], [1, 0, 1, 1], [1, 0, 1], [0, 1], [1]]));2;10;Linear algebra;2694;3.450
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1, 1, 1, 0, 1, 1, 0, 1], [0, 1, 1, 1, 1, 0, 0, 0, 1], [1, 0, 1, 1, 0, 1, 1], [1], [1, 0, 1], [0, 0, 0, 1], [1], [1, 1], [0, 1], [1]]));2;10;Linear algebra;619;3.670
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 1, 1, 1], [0, 1, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 1], [1, 1, 1], [1, 0, 1, 0, 1], [0, 1, 1, 1], [1, 1, 1]]));2;10;Original;1272;3.080
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 0, 1, 0, 0, 0, 1, 0, 1], [0, 1, 0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 1, 1, 1, 1], [0, 1, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1], [1, 1], [], [0, 1]]));2;10;Linear algebra;22251;4.910
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 0, 1, 0, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0, 1, 1], [1, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1], [0, 1, 1], [0, 0, 1], [1, 1, 1]]));2;10;Original;6758;4.630
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 0, 0, 0, 1, 1, 1, 1], [0, 1, 0, 1, 0, 1, 1, 0, 1], [1, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1], [0, 0, 0, 1], [1, 1, 1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 0, 1, 1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 0, 1, 0, 1, 1], [1, 0, 0, 1, 0, 1, 1], [1, 0, 1, 0, 0, 1], [1, 1, 1, 1], [0, 1, 0, 1, 1], [0, 1, 1], [1], [1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1, 1, 1, 0, 1, 1, 0, 1], [0, 1, 1, 1, 1, 0, 0, 0, 1], [1, 0, 1, 1, 0, 1, 1], [1], [1, 0, 1], [0, 0, 0, 1], [1], [1, 1], [0, 1], [1]]));2;10;Original;619;3.060
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 1, 1, 1, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 1, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 0, 1, 0, 0, 1], [1, 1, 0, 1], [1, 1], [0, 1, 1, 1], [0, 1, 1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1, 1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 0, 1], [1, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 1], [0, 0, 1], [1, 0, 1, 1], [1, 0, 1], [0, 1], [1]]));2;10;Original;2694;4.680
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 1, 1, 0, 1, 0, 1, 0, 1], [1, 0, 1, 1], [0, 1, 1, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1], [0, 1, 1, 0, 1], [1, 1, 0, 1], [0, 0, 1], [0, 1, 1], [1, 1]]));2;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 0, 1, 1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 0, 1, 0, 1, 1], [1, 0, 0, 1, 0, 1, 1], [1, 0, 1, 0, 0, 1], [1, 1, 1, 1], [0, 1, 0, 1, 1], [0, 1, 1], [1], [1]]));2;10;Linear algebra;1624;2.720
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 1, 1, 1, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 1, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 0, 1, 0, 0, 1], [1, 1, 0, 1], [1, 1], [0, 1, 1, 1], [0, 1, 1]]));2;10;Linear algebra;1860;1.530
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 1, 1, 1, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 1, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 0, 1, 0, 0, 1], [1, 1, 0, 1], [1, 1], [0, 1, 1, 1], [0, 1, 1]]));2;10;Original;1860;1.460
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 0, 2, 1, 0, 0, 0, 0, 1], [1, 1, 1, 1, 2, 1, 1, 2], [2, 1, 1, 0, 2, 0, 0, 1], [0, 1, 1, 2, 2, 1, 2], [1, 0, 1, 2, 0, 2], [0, 0, 2, 1, 1], [1, 2, 0, 1], [2, 0, 2], [1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 0, 1, 1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 0, 1, 0, 1, 1], [1, 0, 0, 1, 0, 1, 1], [1, 0, 1, 0, 0, 1], [1, 1, 1, 1], [0, 1, 0, 1, 1], [0, 1, 1], [1], [1]]));2;10;Original;1624;2.840
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 0, 0, 0, 1, 1, 1, 1], [0, 1, 0, 1, 0, 1, 1, 0, 1], [1, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1], [0, 0, 0, 1], [1, 1, 1]]));2;10;Linear algebra;8966;5.880
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 1, 1, 0, 1, 0, 1, 0, 1], [1, 0, 1, 1], [0, 1, 1, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1], [0, 1, 1, 0, 1], [1, 1, 0, 1], [0, 0, 1], [0, 1, 1], [1, 1]]));2;10;Linear algebra;616;3.690
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 0, 2, 0, 2, 1, 1, 2, 1], [2, 2, 0, 0, 2, 0, 2, 0, 2], [1, 2, 1, 0, 0, 2, 2], [2, 0, 0, 0, 1, 2, 2], [2, 1, 2, 0, 2], [1, 0, 0, 1, 2], [1, 0, 0, 1], [2, 2, 1], [2], [1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 0, 1, 0, 0, 0, 1, 0, 1], [0, 1, 0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 1, 1, 1, 1], [0, 1, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1], [1, 1], [], [0, 1]]));2;10;Original;22251;7.040
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 0, 0, 2, 1, 0, 0, 0, 2], [0, 2, 2, 0, 0, 1, 2, 2, 1], [0, 0, 2, 2, 2, 2, 1], [2, 2, 1, 1, 1, 1, 1], [2, 0, 1, 1, 2, 2], [1, 2, 2, 2, 2], [0, 0, 0, 2], [0, 0, 1], [0, 1], [1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 1, 1, 0, 1, 0, 1, 0, 1], [1, 0, 1, 1], [0, 1, 1, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1], [0, 1, 1, 0, 1], [1, 1, 0, 1], [0, 0, 1], [0, 1, 1], [1, 1]]));2;10;Original;616;3.270
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 0, 1, 1, 2, 2, 0, 1, 0, 2], [0, 1, 0, 1, 1, 1, 0, 1, 2], [0, 2, 1, 0, 2, 1], [1, 2, 1, 1, 0, 2, 1], [2, 1, 0, 0, 1, 1], [0, 2, 1, 1, 1], [0, 2, 2, 1], [2, 1], [2], [1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 0, 0, 2, 1, 0, 0, 0, 2], [0, 2, 2, 0, 0, 1, 2, 2, 1], [0, 0, 2, 2, 2, 2, 1], [2, 2, 1, 1, 1, 1, 1], [2, 0, 1, 1, 2, 2], [1, 2, 2, 2, 2], [0, 0, 0, 2], [0, 0, 1], [0, 1], [1]]));3;10;Linear algebra;51021;3.220
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 0, 0, 0, 1, 1, 1, 1], [0, 1, 0, 1, 0, 1, 1, 0, 1], [1, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1], [0, 0, 0, 1], [1, 1, 1]]));2;10;Original;8966;5.510
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 2, 1, 1, 1, 1, 0, 0, 1], [0, 0, 0, 1, 2, 1, 2, 2, 1], [0, 1, 1, 0, 1, 2, 0, 1], [2, 2, 1, 0, 0, 1, 1], [1, 0, 0, 0, 2], [2, 2, 1, 2, 2], [1, 1, 2, 2], [0, 0, 1], [1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 0, 1, 1, 2, 2, 0, 1, 0, 2], [0, 1, 0, 1, 1, 1, 0, 1, 2], [0, 2, 1, 0, 2, 1], [1, 2, 1, 1, 0, 2, 1], [2, 1, 0, 0, 1, 1], [0, 2, 1, 1, 1], [0, 2, 2, 1], [2, 1], [2], [1]]));3;10;Linear algebra;480691;5.260
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 0, 2, 1, 0, 0, 0, 0, 1], [1, 1, 1, 1, 2, 1, 1, 2], [2, 1, 1, 0, 2, 0, 0, 1], [0, 1, 1, 2, 2, 1, 2], [1, 0, 1, 2, 0, 2], [0, 0, 2, 1, 1], [1, 2, 0, 1], [2, 0, 2], [1]]));3;10;Linear algebra;400788;11.820
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 0, 2, 0, 2, 1, 1, 2, 1], [2, 2, 0, 0, 2, 0, 2, 0, 2], [1, 2, 1, 0, 0, 2, 2], [2, 0, 0, 0, 1, 2, 2], [2, 1, 2, 0, 2], [1, 0, 0, 1, 2], [1, 0, 0, 1], [2, 2, 1], [2], [1]]));3;10;Linear algebra;50320;13.680
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 0, 0, 2, 1, 0, 0, 0, 2], [0, 2, 2, 0, 0, 1, 2, 2, 1], [0, 0, 2, 2, 2, 2, 1], [2, 2, 1, 1, 1, 1, 1], [2, 0, 1, 1, 2, 2], [1, 2, 2, 2, 2], [0, 0, 0, 2], [0, 0, 1], [0, 1], [1]]));3;10;Original;51021;10.370
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 0, 1, 1, 2, 2, 0, 1, 0, 2], [0, 1, 0, 1, 1, 1, 0, 1, 2], [0, 2, 1, 0, 2, 1], [1, 2, 1, 1, 0, 2, 1], [2, 1, 0, 0, 1, 1], [0, 2, 1, 1, 1], [0, 2, 2, 1], [2, 1], [2], [1]]));3;10;Original;480691;6.160
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 1, 2, 1, 0, 2, 0, 1, 2], [0, 1, 0, 0, 2, 1, 0, 2, 2], [0, 2, 1, 2, 0, 0, 2, 1], [2, 0, 0, 1, 1, 1, 2], [0, 0, 1, 0, 1, 2], [0, 2, 2], [2], [1, 2], [1], [1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 2, 2, 0, 0, 0, 0, 0, 1], [1, 0, 2, 2, 0, 0, 2], [2, 0, 0, 0, 1, 0, 2, 2], [0, 2, 1, 0, 1, 2], [2, 1, 1, 1, 2, 1], [0, 2, 2, 0, 1], [2, 2, 0, 2], [2, 2], [1]]));3;10
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 2, 1, 1, 1, 1, 0, 0, 1], [0, 0, 0, 1, 2, 1, 2, 2, 1], [0, 1, 1, 0, 1, 2, 0, 1], [2, 2, 1, 0, 0, 1, 1], [1, 0, 0, 0, 2], [2, 2, 1, 2, 2], [1, 1, 2, 2], [0, 0, 1], [1]]));3;10;Linear algebra;140648;11.030
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 2, 2, 0, 0, 0, 0, 0, 1], [1, 0, 2, 2, 0, 0, 2], [2, 0, 0, 0, 1, 0, 2, 2], [0, 2, 1, 0, 1, 2], [2, 1, 1, 1, 2, 1], [0, 2, 2, 0, 1], [2, 2, 0, 2], [2, 2], [1]]));3;10;Linear algebra;144596;7.070
