241;2;19;7;Linear algebra;5;24;2036;0.850;7.730;0.040;false
241;2;19;7;Hess;5;24;59;0.000;0;9.990;true
196;5;17;7;Linear algebra;6;3597;608058;48.990;623.700;14.020;false
196;5;17;7;Hess;6;3597;86;0.030;0;10.040;true
247;2;21;7;Linear algebra;5;29;2320;2.990;94.310;0.050;false
247;2;21;7;Hess;5;29;7;0.000;0;10.260;true
198;5;29;7;Linear algebra;5;728;538728;43.520;275.820;13.640;false
198;5;29;7;Hess;5;728;9;0.010;0;11.140;true
229;3;18;7;Linear algebra;5;79;22482;1.400;12.370;0.510;false
229;3;18;7;Hess;5;79;122;0.000;0;9.990;true
170;3;23;7;Linear algebra;5;116;81712;12.330;17178.740;1.590;false
170;3;23;7;Hess;5;116;3;0.000;0;17.590;true
