Level,Finite field,Genus,Method,Class number,Time,Timeout
"120",97,17,Magma,,3600.350,true
"122",17,14,Magma,,3600.030,true
"122",97,14,Linear algebra,,3615.880,true
"124",17,14,Linear algebra,128959536955392000,1235.560,false
"123",17,13,Magma,,3600.030,true
"125",2,8,Linear algebra,1100,0.930,false
"125",2,8,Magma,1100,1.560,false
"125",3,8,Linear algebra,22475,1.380,false
"125",3,8,Magma,22475,1.740,false
"125",7,8,Linear algebra,9906875,1.420,false
"125",7,8,Magma,9906875,4.830,false
"125",17,8,Linear algebra,9525851600,8.680,false
"125",17,8,Magma,9525851600,10.950,false
"125",31,8,Linear algebra,851006250000,37.530,false
"125",31,8,Magma,851006250000,97.370,false
"123",31,13,Linear algebra,,3600.930,true
"125",59,8,Linear algebra,96571894410000,229.420,false
"123",59,13,Linear algebra,,3603.760,true
"123",97,13,Linear algebra,,3610.330,true
"122",31,14,Magma,,3600.100,true
"125",59,8,Magma,96571894410000,1578.630,false
"122",59,14,Magma,,3600.710,true
"124",59,14,Linear algebra,,3603.400,true
"124",97,14,Linear algebra,,3608.540,true
"125",97,8,Linear algebra,8339201627569600,877.080,false
"122",97,14,Magma,,3600.260,true
"124",17,14,Magma,,3600.020,true
"123",31,13,Magma,,3600.100,true
"127",2,10,Linear algebra,9639,5.810,false
"127",2,10,Magma,9639,3.300,false
"127",3,10,Linear algebra,183120,4.470,false
"127",3,10,Magma,183120,6.150,false
"127",7,10,Linear algebra,1487409840,5.770,false
"127",7,10,Magma,1487409840,7.470,false
"127",17,10,Linear algebra,1578270913653,72.580,false
"123",59,13,Magma,,3600.410,true
"127",17,10,Magma,1578270913653,385.170,false
"127",31,10,Linear algebra,857459411134893,332.810,false
"123",97,13,Magma,,3600.080,true
"127",59,10,Linear algebra,673711122412085520,1051.350,false
"126",17,17,Linear algebra,,3608.570,true
"126",31,17,Linear algebra,,3601.980,true
"124",59,14,Magma,,3600.270,true
"128",3,9,Linear algebra,147456,2.690,false
"128",3,9,Magma,147456,2.560,false
"128",7,9,Linear algebra,75497472,2.980,false
"128",7,9,Magma,75497472,5.710,false
"128",17,9,Linear algebra,167772160000,15.880,false
"124",97,14,Magma,,3600.040,true
"128",31,9,Linear algebra,35184372088832,76.020,false
"128",17,9,Magma,167772160000,291.150,false
"125",97,8,Magma,,3600.050,true
"126",59,17,Linear algebra,,3606.970,true
"128",31,9,Magma,35184372088832,244.650,false
"129",2,13,Linear algebra,323400,50.100,false
"129",2,13,Magma,323400,44.580,false
"126",97,17,Linear algebra,,3618.710,true
"128",59,9,Linear algebra,9010219161600000,535.760,false
"129",7,13,Linear algebra,487889346560,610.430,false
"127",31,10,Magma,,3600.110,true
"127",97,10,Linear algebra,96107231893539306384,3761.270,false
"127",59,10,Magma,,3600.030,true
"126",17,17,Magma,,3600.460,true
"126",31,17,Magma,,3600.160,true
"128",59,9,Magma,9010219161600000,2887.030,false
"129",7,13,Magma,487889346560,2685.160,false
"128",97,9,Linear algebra,,3608.320,true
"126",59,17,Magma,,3600.890,true
"126",97,17,Magma,,3600.170,true
"130",3,17,Linear algebra,5377010688,657.860,false
"130",3,17,Magma,5377010688,1142.580,false
"129",17,13,Linear algebra,,3605.030,true
"127",97,10,Magma,,3600.040,true
"129",31,13,Linear algebra,,3607.340,true
"129",59,13,Linear algebra,,3620.030,true
"129",97,13,Linear algebra,,3652.060,true
"130",7,17,Linear algebra,,3636.720,true
"128",97,9,Magma,,3600.030,true
"131",2,11,Linear algebra,8580,2.260,false
"131",2,11,Magma,8580,2.600,false
"131",3,11,Linear algebra,627575,4.380,false
"131",3,11,Magma,627575,4.930,false
"131",7,11,Linear algebra,3594700395,18.190,false
"131",7,11,Magma,3594700395,37.640,false
"130",17,17,Linear algebra,,3634.590,true
"131",17,11,Linear algebra,42536184570880,84.950,false
"131",17,11,Magma,42536184570880,257.110,false
"130",31,17,Linear algebra,,3637.600,true
"131",31,11,Linear algebra,27351305209779200,364.370,false
"130",59,17,Linear algebra,,3665.110,true
"129",17,13,Magma,,3600.670,true
"130",97,17,Linear algebra,,3730.220,true
"129",31,13,Magma,,3600.360,true
"131",31,11,Magma,27351305209779200,1819.940,false
"129",59,13,Magma,,3601.160,true
"129",97,13,Magma,,3600.160,true
"131",59,11,Linear algebra,36523297511910372085,1126.410,false
"130",7,17,Magma,,3600.180,true
"132",7,19,Linear algebra,71663616000000000,909.750,false
"130",17,17,Magma,,3600.510,true
"130",31,17,Magma,,3600.310,true
"133",2,11,Linear algebra,30780,10.670,false
"133",2,11,Magma,30780,15.400,false
"133",3,11,Linear algebra,2255040,26.480,false
"133",3,11,Magma,2255040,64.460,false
"133",17,11,Linear algebra,76503159890640,322.400,false
"130",59,17,Magma,,3600.510,true
"130",97,17,Magma,,3600.260,true
"131",97,11,Linear algebra,,3740.080,true
"132",17,19,Linear algebra,,3613.000,true
"132",31,19,Linear algebra,,3616.720,true
"131",59,11,Magma,,3600.040,true
"133",31,11,Linear algebra,50208007704641280,1700.820,false
"132",7,19,Magma,,3600.110,true
"132",59,19,Linear algebra,,3624.000,true
"134",3,16,Linear algebra,1681498764,45.220,false
"134",3,16,Magma,1681498764,76.510,false
"132",97,19,Linear algebra,,3643.320,true
"134",7,16,Linear algebra,165328495200000,422.750,false
"133",17,11,Magma,,3600.620,true
"133",59,11,Linear algebra,,3611.860,true
"134",7,16,Magma,165328495200000,1944.740,false
"131",97,11,Magma,,3600.050,true
"132",17,19,Magma,,3600.310,true
"132",31,19,Magma,,3600.380,true
"135",2,13,Linear algebra,311040,12.950,false
"135",2,13,Magma,311040,15.850,false
"133",97,11,Linear algebra,,3628.730,true
"135",7,13,Linear algebra,416222281728,38.330,false
"135",7,13,Magma,416222281728,244.150,false
"133",31,11,Magma,,3600.280,true
"132",59,19,Magma,,3600.860,true
"132",97,19,Magma,,3600.330,true
"134",17,16,Linear algebra,,3602.360,true
"135",17,13,Linear algebra,12979427475456000,1374.070,false
"135",31,13,Linear algebra,58176462597151260672,2185.680,false
"133",59,11,Magma,,3601.310,true
"136",3,15,Linear algebra,477757440,15.220,false
"136",3,15,Magma,477757440,22.410,false
"134",31,16,Linear algebra,,3603.580,true
"136",7,15,Linear algebra,9473611530240,178.230,false
"134",59,16,Linear algebra,,3610.160,true
"134",97,16,Linear algebra,,3624.830,true
"133",97,11,Magma,,3600.240,true
"136",7,15,Magma,9473611530240,1014.240,false
"135",59,13,Linear algebra,,3605.010,true
"135",97,13,Linear algebra,,3613.360,true
"134",17,16,Magma,,3600.300,true
"135",17,13,Magma,,3600.260,true
"137",2,11,Linear algebra,70924,2.220,false
"137",2,11,Magma,70924,3.560,false
"137",3,11,Linear algebra,1421846,3.620,false
"137",3,11,Magma,1421846,7.500,false
"137",7,11,Linear algebra,2134192784,34.900,false
"137",7,11,Magma,2134192784,98.080,false
"137",17,11,Linear algebra,89714454394988,46.860,false
"137",17,11,Magma,89714454394988,731.510,false
"135",31,13,Magma,,3600.110,true
"134",31,16,Magma,,3600.230,true
"137",31,11,Linear algebra,33706540838983906,557.800,false
"134",59,16,Magma,,3601.240,true
"134",97,16,Magma,,3600.180,true
"136",31,15,Linear algebra,,3601.930,true
"136",59,15,Linear algebra,,3605.890,true
"138",7,21,Linear algebra,2206848220397568000,805.980,false
"135",59,13,Magma,,3600.520,true
"135",97,13,Magma,,3600.250,true
"136",97,15,Linear algebra,,3614.890,true
"137",59,11,Linear algebra,35400204031529547008,3004.310,false
"137",97,11,Linear algebra,,3609.360,true
"137",31,11,Magma,,3600.140,true
"136",31,15,Magma,,3600.130,true
"139",2,11,Linear algebra,15088,2.290,false
"139",2,11,Magma,15088,2.360,false
"138",17,21,Linear algebra,,3601.520,true
"139",3,11,Linear algebra,1272544,11.770,false
"139",3,11,Magma,1272544,20.230,false
"139",7,11,Linear algebra,6304367735,82.710,false
"139",7,11,Magma,6304367735,126.320,false
"139",17,11,Linear algebra,63831089981952,121.730,false
"136",59,15,Magma,,3600.810,true
"138",7,21,Magma,,3600.070,true
"138",31,21,Linear algebra,,3603.120,true
"138",59,21,Linear algebra,,3608.540,true
"139",31,11,Linear algebra,39418168444714917,701.780,false
"136",97,15,Magma,,3600.210,true
"139",17,11,Magma,63831089981952,1322.210,false
"137",59,11,Magma,,3600.010,true
"137",97,11,Magma,,3600.030,true
"138",97,21,Linear algebra,,3620.330,true
"139",59,11,Linear algebra,48039686454286250208,2939.460,false
"138",17,21,Magma,,3600.260,true
"138",31,21,Magma,,3600.320,true
"138",59,21,Magma,,3601.390,true
"139",31,11,Magma,,3600.100,true
"139",97,11,Linear algebra,,3611.770,true
"138",97,21,Magma,,3600.280,true
"139",59,11,Magma,,3600.020,true
"139",97,11,Magma,,3600.050,true
