FunctionField(Polynomial([PolynomialRing(GF(59)) | [11, 7, 40, 58, 2, 45], [24, 28, 7, 0, 4], [54, 6, 32, 37], [50, 36, 40], [56, 22], [1]]));59;4;3;Hess;2;1697;5741;0.010;0;9.980;true
FunctionField(Polynomial([PolynomialRing(GF(59)) | [23, 39, 22, 37, 50, 25], [10, 50, 26, 39, 19], [51, 48, 26, 7], [17, 46, 33], [6, 14], [1]]));59;4;3;Hess;2;1807;5920;0.010;0;9.980;true
FunctionField(Polynomial([PolynomialRing(GF(59)) | [41, 36, 40, 42, 58, 29], [54, 51, 5, 58, 17], [15, 33, 6, 44], [23, 12, 41], [55, 46], [1]]));59;4;3;Hess;2;1822;4982;0.000;0;9.990;true
FunctionField(Polynomial([PolynomialRing(GF(89)) | [78, 43, 19, 46, 33, 29], [19, 72, 76, 19, 25], [0, 48, 63, 77], [8, 56, 31], [59, 41], [1]]));89;4;3;Linear algebra;2;3966;428428;4.100;13.360;7.520;false
FunctionField(Polynomial([PolynomialRing(GF(89)) | [53, 19, 50, 58, 43, 5], [10, 55, 14, 71, 20], [88, 69, 83, 56], [76, 2, 62], [88, 7], [1]]));89;4;3;Linear algebra;2;4075;430106;4.080;12.880;7.440;false
FunctionField(Polynomial([PolynomialRing(GF(89)) | [82, 37, 21, 46, 10, 20], [47, 77, 47, 49, 6], [3, 78, 10, 10], [7, 25, 27], [0, 65], [1]]));89;4;3;Linear algebra;2;3975;372400;4.010;12.160;6.390;false
FunctionField(Polynomial([PolynomialRing(GF(89)) | [58, 84, 35, 42, 53, 67], [16, 10, 14, 76, 31], [38, 10, 20, 31], [9, 40, 38], [32, 15], [1]]));89;4;3;Linear algebra;2;3984;460328;3.920;13.040;8.150;false
FunctionField(Polynomial([PolynomialRing(GF(89)) | [82, 67, 32, 17, 61, 77], [8, 31, 23, 5, 21], [57, 46, 33, 29], [2, 57, 37], [6, 55], [1]]));89;4;3;Linear algebra;2;4067;400372;3.990;12.710;6.950;false
FunctionField(Polynomial([PolynomialRing(GF(89)) | [78, 43, 19, 46, 33, 29], [19, 72, 76, 19, 25], [0, 48, 63, 77], [8, 56, 31], [59, 41], [1]]));89;4;3;Hess;2;3966;4511;0.020;0;9.980;true
FunctionField(Polynomial([PolynomialRing(GF(89)) | [53, 19, 50, 58, 43, 5], [10, 55, 14, 71, 20], [88, 69, 83, 56], [76, 2, 62], [88, 7], [1]]));89;4;3;Hess;2;4075;4451;0.020;0;9.980;true
FunctionField(Polynomial([PolynomialRing(GF(89)) | [82, 37, 21, 46, 10, 20], [47, 77, 47, 49, 6], [3, 78, 10, 10], [7, 25, 27], [0, 65], [1]]));89;4;3;Hess;2;3975;4453;0.010;0;9.980;true
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 2, 1, 0, 1, 2], [2, 0, 1, 2, 2, 2], [2, 1, 1, 2], [0, 0, 1, 2], [0, 1, 1], [2, 1]]));3;6;4;Linear algebra;3;16;107;0.020;0.100;0.000;false
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 2, 1, 0, 1, 2], [2, 0, 1, 2, 2, 2], [2, 1, 1, 2], [0, 0, 1, 2], [0, 1, 1], [2, 1]]));3;6;4;Hess;3;16;107;0.000;0;0.210;false
